"","order","family","genus","species","adultbodymass","adultforearmlen","adultheadbodylen","basalmetrate","basalmetratemass","dietbreadth","homerange","terrestriality","weaningage"
"Myotis_altarium","Chiroptera","Vespertilionidae","Myotis","altarium",2.39789527279837,3.80666248977032,NA,NA,NA,NA,NA,2,NA
"Myotis_anjouanensis","Chiroptera","Vespertilionidae","Myotis","anjouanensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myotis_annamiticus","Chiroptera","Vespertilionidae","Myotis","annamiticus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myotis_annectans","Chiroptera","Vespertilionidae","Myotis","annectans",2.27726728500976,3.80666248977032,NA,NA,NA,NA,NA,2,NA
"Myotis_atacamensis","Chiroptera","Vespertilionidae","Myotis","atacamensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myotis_ater","Chiroptera","Vespertilionidae","Myotis","ater",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myotis_auriculus","Chiroptera","Vespertilionidae","Myotis","auriculus",3.63863823767719,3.63758615972639,NA,NA,NA,1,NA,2,NA
"Myotis_australis","Chiroptera","Vespertilionidae","Myotis","australis",NA,3.61091791264422,NA,NA,NA,NA,NA,2,NA
"Myotis_austroriparius","Chiroptera","Vespertilionidae","Myotis","austroriparius",1.99470031322475,3.63758615972639,NA,NA,NA,NA,NA,2,46.8
"Myotis_bechsteinii","Chiroptera","Vespertilionidae","Myotis","bechsteinii",2.24812890719799,3.7374314946961,NA,NA,NA,1,NA,2,NA
"Myotis_blythii","Chiroptera","Vespertilionidae","Myotis","blythii",3.17052556392715,4.06885579945493,NA,NA,NA,NA,NA,2,NA
"Myotis_bocagii","Chiroptera","Vespertilionidae","Myotis","bocagii",2.07065303564676,3.63758615972639,NA,NA,NA,1,NA,2,NA
"Myotis_bombinus","Chiroptera","Vespertilionidae","Myotis","bombinus",NA,3.68887945411394,NA,NA,NA,NA,NA,2,NA
"Myotis_brandtii","Chiroptera","Vespertilionidae","Myotis","brandtii",1.66770682055808,3.5550623063796,NA,NA,NA,NA,NA,2,NA
"Myotis_bucharensis","Chiroptera","Vespertilionidae","Myotis","bucharensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myotis_californicus","Chiroptera","Vespertilionidae","Myotis","californicus",1.47932922708708,3.50074101199842,NA,NA,NA,1,NA,2,89.79
"Myotis_capaccinii","Chiroptera","Vespertilionidae","Myotis","capaccinii",2.09801792725277,3.68887945411394,NA,NA,NA,1,NA,2,NA
"Myotis_chiloensis","Chiroptera","Vespertilionidae","Myotis","chiloensis",NA,3.63758615972639,NA,NA,NA,1,NA,2,NA
"Myotis_chinensis","Chiroptera","Vespertilionidae","Myotis","chinensis",3.7374314946961,4.17438726989564,NA,NA,NA,NA,NA,2,NA
"Myotis_ciliolabrum","Chiroptera","Vespertilionidae","Myotis","ciliolabrum",1.58719230348678,NA,NA,NA,NA,NA,NA,NA,NA
"Myotis_cobanensis","Chiroptera","Vespertilionidae","Myotis","cobanensis",NA,3.72545243434478,NA,NA,NA,NA,NA,2,NA
"Myotis_csorbai","Chiroptera","Vespertilionidae","Myotis","csorbai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myotis_dasycneme","Chiroptera","Vespertilionidae","Myotis","dasycneme",2.71866038021423,3.8177123259569,NA,NA,NA,1,NA,2,NA
"Myotis_daubentonii","Chiroptera","Vespertilionidae","Myotis","daubentonii",2.03208784529637,3.59977497903112,3.79323946943818,NA,NA,2,NA,2,35.33
"Myotis_davidii","Chiroptera","Vespertilionidae","Myotis","davidii",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myotis_dominicensis","Chiroptera","Vespertilionidae","Myotis","dominicensis",NA,3.52636052461616,NA,NA,NA,NA,NA,2,NA
"Myotis_elegans","Chiroptera","Vespertilionidae","Myotis","elegans",1.43746264769429,3.49620448524049,NA,NA,NA,NA,NA,2,NA
"Myotis_emarginatus","Chiroptera","Vespertilionidae","Myotis","emarginatus",2.02287119019144,3.68887945411394,NA,NA,NA,NA,NA,2,41.61
"Myotis_evotis","Chiroptera","Vespertilionidae","Myotis","evotis",1.93296963777958,3.60332156575229,NA,NA,NA,NA,NA,2,NA
"Myotis_fimbriatus","Chiroptera","Vespertilionidae","Myotis","fimbriatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myotis_findleyi","Chiroptera","Vespertilionidae","Myotis","findleyi",NA,3.44998754583159,NA,NA,NA,NA,NA,2,NA
"Myotis_formosus","Chiroptera","Vespertilionidae","Myotis","formosus",1.95586047990848,3.89161619565048,NA,NA,NA,NA,NA,2,NA
"Myotis_fortidens","Chiroptera","Vespertilionidae","Myotis","fortidens",1.4747630091075,3.61091791264422,NA,NA,NA,1,NA,2,NA
"Myotis_frater","Chiroptera","Vespertilionidae","Myotis","frater",2.02022218201986,3.65039846729565,NA,NA,NA,NA,NA,2,NA
"Myotis_gomantongensis","Chiroptera","Vespertilionidae","Myotis","gomantongensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myotis_goudoti","Chiroptera","Vespertilionidae","Myotis","goudoti",1.71559810826249,3.67579421456528,4.55387689160054,NA,NA,1,NA,2,NA
"Myotis_grisescens","Chiroptera","Vespertilionidae","Myotis","grisescens",2.3832429960115,3.76722842052491,NA,NA,NA,1,NA,2,42.35
"Myotis_hajastanicus","Chiroptera","Vespertilionidae","Myotis","hajastanicus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myotis_hasseltii","Chiroptera","Vespertilionidae","Myotis","hasseltii",2.16332302566054,3.65039846729565,NA,NA,NA,NA,NA,2,NA
"Myotis_hermani","Chiroptera","Vespertilionidae","Myotis","hermani",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myotis_horsfieldii","Chiroptera","Vespertilionidae","Myotis","horsfieldii",1.80005827204275,3.64571095871256,NA,NA,NA,NA,NA,2,NA
"Myotis_hosonoi","Chiroptera","Vespertilionidae","Myotis","hosonoi",NA,3.5550623063796,NA,NA,NA,NA,NA,2,NA
"Myotis_ikonnikovi","Chiroptera","Vespertilionidae","Myotis","ikonnikovi",NA,3.51154543883102,NA,NA,NA,NA,NA,2,NA
"Myotis_insularum","Chiroptera","Vespertilionidae","Myotis","insularum",NA,3.52636052461616,NA,NA,NA,NA,NA,2,NA
"Myotis_keaysi","Chiroptera","Vespertilionidae","Myotis","keaysi",1.69561560867515,3.59731226058845,NA,NA,NA,NA,NA,2,NA
"Myotis_keenii","Chiroptera","Vespertilionidae","Myotis","keenii",1.87333945622048,3.59731226058845,NA,NA,NA,NA,NA,2,38.93
"Myotis_laniger","Chiroptera","Vespertilionidae","Myotis","laniger",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myotis_leibii","Chiroptera","Vespertilionidae","Myotis","leibii",1.65249740189455,3.48093234968101,NA,NA,NA,NA,NA,2,NA
"Myotis_levis","Chiroptera","Vespertilionidae","Myotis","levis",1.70292825552144,3.63758615972639,NA,NA,NA,NA,NA,2,NA
"Myotis_longipes","Chiroptera","Vespertilionidae","Myotis","longipes",NA,3.58324112209094,NA,NA,NA,NA,NA,2,NA
"Myotis_lucifugus","Chiroptera","Vespertilionidae","Myotis","lucifugus",2.05412373369555,3.6312503412773,3.96461545554732,2.22893855282575,1.87180217690159,1,NA,2,26
"Myotis_macrodactylus","Chiroptera","Vespertilionidae","Myotis","macrodactylus",2.01223279198639,3.64701525001524,NA,NA,NA,NA,NA,2,NA
"Myotis_macropus","Chiroptera","Vespertilionidae","Myotis","macropus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myotis_macrotarsus","Chiroptera","Vespertilionidae","Myotis","macrotarsus",2.53686638871871,3.85014760171006,NA,NA,NA,NA,NA,2,NA
"Myotis_martiniquensis","Chiroptera","Vespertilionidae","Myotis","martiniquensis",NA,3.59731226058845,NA,NA,NA,NA,NA,2,NA
"Myotis_melanorhinus","Chiroptera","Vespertilionidae","Myotis","melanorhinus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myotis_moluccarum","Chiroptera","Vespertilionidae","Myotis","moluccarum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myotis_montivagus","Chiroptera","Vespertilionidae","Myotis","montivagus",2.11625551480255,3.76120011569356,NA,NA,NA,NA,NA,2,NA
"Myotis_morrisi","Chiroptera","Vespertilionidae","Myotis","morrisi",NA,3.8177123259569,NA,NA,NA,NA,NA,2,NA
"Myotis_muricola","Chiroptera","Vespertilionidae","Myotis","muricola",1.56861591791385,3.54645146098166,NA,NA,NA,1,NA,2,NA
"Myotis_myotis","Chiroptera","Vespertilionidae","Myotis","myotis",3.2422016501717,4.15731936138349,4.27666611901606,NA,NA,1,NA,2,41.99
"Myotis_mystacinus","Chiroptera","Vespertilionidae","Myotis","mystacinus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myotis_nattereri","Chiroptera","Vespertilionidae","Myotis","nattereri",1.98100146886658,3.67249597486341,NA,NA,NA,1,NA,2,60.41
"Myotis_nesopolus","Chiroptera","Vespertilionidae","Myotis","nesopolus",1.26976054486394,3.44998754583159,NA,NA,NA,NA,NA,2,NA
"Myotis_nigricans","Chiroptera","Vespertilionidae","Myotis","nigricans",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myotis_nipalensis","Chiroptera","Vespertilionidae","Myotis","nipalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myotis_occultus","Chiroptera","Vespertilionidae","Myotis","occultus",2.17361471169709,NA,NA,NA,NA,NA,NA,NA,NA
"Myotis_oreias","Chiroptera","Vespertilionidae","Myotis","oreias",NA,3.63758615972639,NA,NA,NA,NA,NA,2,NA
"Myotis_oxygnathus","Chiroptera","Vespertilionidae","Myotis","oxygnathus",3.05541527571516,NA,NA,NA,NA,NA,NA,NA,NA
"Myotis_oxyotus","Chiroptera","Vespertilionidae","Myotis","oxyotus",1.73165554515835,3.68887945411394,NA,NA,NA,NA,NA,2,NA
"Myotis_ozensis","Chiroptera","Vespertilionidae","Myotis","ozensis",NA,3.51154543883102,NA,NA,NA,NA,NA,2,NA
"Myotis_peninsularis","Chiroptera","Vespertilionidae","Myotis","peninsularis",NA,3.66330520299451,NA,NA,NA,NA,NA,2,NA
"Myotis_pequinius","Chiroptera","Vespertilionidae","Myotis","pequinius",NA,3.89161619565048,NA,NA,NA,NA,NA,2,NA
"Myotis_planiceps","Chiroptera","Vespertilionidae","Myotis","planiceps",NA,3.27714473299218,NA,NA,NA,NA,NA,2,NA
"Myotis_pruinosus","Chiroptera","Vespertilionidae","Myotis","pruinosus",NA,3.44998754583159,NA,NA,NA,NA,NA,2,NA
"Myotis_punicus","Chiroptera","Vespertilionidae","Myotis","punicus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myotis_ricketti","Chiroptera","Vespertilionidae","Myotis","ricketti",NA,4.03406363133717,NA,NA,NA,NA,NA,2,NA
"Myotis_ridleyi","Chiroptera","Vespertilionidae","Myotis","ridleyi",1.40118297361364,3.40119738166216,NA,NA,NA,NA,NA,2,NA
"Myotis_riparius","Chiroptera","Vespertilionidae","Myotis","riparius",1.51951320490611,3.5550623063796,NA,NA,NA,1,NA,2,NA
"Myotis_rosseti","Chiroptera","Vespertilionidae","Myotis","rosseti",1.19088756477728,3.36729582998647,NA,NA,NA,NA,NA,2,NA
"Myotis_ruber","Chiroptera","Vespertilionidae","Myotis","ruber",1.60743590976343,3.68887945411394,NA,NA,NA,NA,NA,2,NA
"Myotis_schaubi","Chiroptera","Vespertilionidae","Myotis","schaubi",NA,3.76120011569356,NA,NA,NA,NA,NA,2,NA
"Myotis_scotti","Chiroptera","Vespertilionidae","Myotis","scotti",NA,3.65039846729565,NA,NA,NA,NA,NA,2,NA
"Myotis_septentrionalis","Chiroptera","Vespertilionidae","Myotis","septentrionalis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myotis_sicarius","Chiroptera","Vespertilionidae","Myotis","sicarius",NA,3.94158180766969,NA,NA,NA,NA,NA,2,NA
"Myotis_siligorensis","Chiroptera","Vespertilionidae","Myotis","siligorensis",1.07500242302898,3.49620448524049,NA,NA,NA,NA,NA,2,NA
"Myotis_simus","Chiroptera","Vespertilionidae","Myotis","simus",NA,3.62434093297637,NA,NA,NA,NA,NA,2,NA
"Myotis_sodalis","Chiroptera","Vespertilionidae","Myotis","sodalis",1.96711235670592,3.65039846729565,3.85925493988949,NA,NA,1,NA,2,46.07
"Myotis_stalkeri","Chiroptera","Vespertilionidae","Myotis","stalkeri",NA,3.87120101090789,NA,NA,NA,NA,NA,2,NA
"Myotis_thysanodes","Chiroptera","Vespertilionidae","Myotis","thysanodes",2.13888900032326,3.77022899981026,3.95871573342013,NA,NA,NA,NA,2,22.69
"Myotis_tricolor","Chiroptera","Vespertilionidae","Myotis","tricolor",2.61520365073586,3.90197266957464,NA,NA,NA,NA,NA,2,41.88
"Myotis_velifer","Chiroptera","Vespertilionidae","Myotis","velifer",2.28442112236637,3.7374314946961,NA,2.04122032885964,2.47653840011748,1,NA,2,43
"Myotis_vivesi","Chiroptera","Vespertilionidae","Myotis","vivesi",3.24376354037598,4.11070991630837,NA,3.57655026914002,3.2188758248682,1,NA,2,NA
"Myotis_volans","Chiroptera","Vespertilionidae","Myotis","volans",2.16447179086441,3.62434093297637,NA,NA,NA,NA,NA,2,NA
"Myotis_welwitschii","Chiroptera","Vespertilionidae","Myotis","welwitschii",2.76506045581899,4.05750767217013,NA,NA,NA,NA,NA,2,NA
"Myotis_yanbarensis","Chiroptera","Vespertilionidae","Myotis","yanbarensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myotis_yesoensis","Chiroptera","Vespertilionidae","Myotis","yesoensis",NA,3.52636052461616,NA,NA,NA,NA,NA,2,NA
"Myotis_yumanensis","Chiroptera","Vespertilionidae","Myotis","yumanensis",1.63899671467564,3.5567756134806,NA,2.14006616349627,1.6094379124341,NA,NA,2,NA
"Mystacina_robusta","Chiroptera","Mystacinidae","Mystacina","robusta",3.31090791031469,3.78849851914265,NA,NA,NA,4,NA,2,NA
"Mystacina_tuberculata","Chiroptera","Mystacinidae","Mystacina","tuberculata",2.57566101305646,3.74950407593037,NA,NA,NA,4,NA,2,NA
"Myzopoda_aurita","Chiroptera","Myzopodidae","Myzopoda","aurita",2.2082744135228,3.87120101090789,4.06044301054642,NA,NA,1,NA,2,NA
"Nanonycteris_veldkampii","Chiroptera","Pteropodidae","Nanonycteris","veldkampii",3.08602991153477,3.87120101090789,NA,NA,NA,NA,NA,2,NA
"Natalus_jamaicensis","Chiroptera","Natalidae","Natalus","jamaicensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Natalus_major","Chiroptera","Natalidae","Natalus","major",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Natalus_primus","Chiroptera","Natalidae","Natalus","primus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Natalus_stramineus","Chiroptera","Natalidae","Natalus","stramineus",1.73695123273306,3.65996544394929,NA,NA,NA,1,NA,2,50.53
"Natalus_tumidirostris","Chiroptera","Natalidae","Natalus","tumidirostris",1.84054963339749,3.65039846729565,NA,2.11745960886736,1.68639895357023,1,NA,2,NA
"Neonycteris_pusilla","Chiroptera","Phyllostomidae","Neonycteris","pusilla",NA,3.52636052461616,NA,NA,NA,2,NA,2,NA
"Neopteryx_frosti","Chiroptera","Pteropodidae","Neopteryx","frosti",NA,4.70048036579242,NA,NA,NA,NA,NA,2,NA
"Neoromicia_brunneus","Chiroptera","Vespertilionidae","Neoromicia","brunneus",NA,3.56925096665841,NA,NA,NA,NA,NA,2,NA
"Neoromicia_capensis","Chiroptera","Vespertilionidae","Neoromicia","capensis",1.78507048107726,3.45125658153489,NA,NA,NA,1,NA,2,NA
"Neoromicia_flavescens","Chiroptera","Vespertilionidae","Neoromicia","flavescens",2.35137525716348,NA,NA,NA,NA,NA,NA,2,NA
"Neoromicia_guineensis","Chiroptera","Vespertilionidae","Neoromicia","guineensis",NA,3.3322045101752,NA,NA,NA,NA,NA,2,NA
"Neoromicia_helios","Chiroptera","Vespertilionidae","Neoromicia","helios",1.26976054486394,NA,NA,NA,NA,NA,NA,NA,NA
"Neoromicia_melckorum","Chiroptera","Vespertilionidae","Neoromicia","melckorum",NA,3.58324112209094,NA,NA,NA,1,NA,2,NA
"Neoromicia_nanus","Chiroptera","Vespertilionidae","Neoromicia","nanus",1.35583515363518,3.36729582998647,NA,NA,NA,1,NA,2,NA
"Neoromicia_rendalli","Chiroptera","Vespertilionidae","Neoromicia","rendalli",1.85941811770187,3.54095932403731,NA,NA,NA,NA,NA,2,NA
"Neoromicia_somalicus","Chiroptera","Vespertilionidae","Neoromicia","somalicus",1.26129787094521,3.36522472120334,4.44253360251053,NA,NA,NA,NA,2,NA
"Neoromicia_tenuipinnis","Chiroptera","Vespertilionidae","Neoromicia","tenuipinnis",1.67709656090792,3.43269604872153,3.61091791264422,NA,NA,NA,NA,2,NA
"Neoromicia_zuluensis","Chiroptera","Vespertilionidae","Neoromicia","zuluensis",1.42069578783722,NA,NA,NA,NA,1,NA,NA,NA
"Noctilio_albiventris","Chiroptera","Noctilionidae","Noctilio","albiventris",3.44871689763013,4.0936776732344,4.19720194766181,3.31563949330051,3.51154543883102,3,NA,2,77.56
"Noctilio_leporinus","Chiroptera","Noctilionidae","Noctilio","leporinus",3.39886132186461,NA,NA,NA,NA,NA,NA,NA,NA
"Notopteris_macdonaldi","Chiroptera","Pteropodidae","Notopteris","macdonaldi",4.22200458537469,4.18965474202643,NA,NA,NA,NA,NA,2,NA
"Notopteris_neocaledonica","Chiroptera","Pteropodidae","Notopteris","neocaledonica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nyctalus_aviator","Chiroptera","Vespertilionidae","Nyctalus","aviator",NA,4.1026433650368,NA,NA,NA,NA,NA,2,NA
"Nyctalus_azoreum","Chiroptera","Vespertilionidae","Nyctalus","azoreum",NA,3.65325227647079,NA,NA,NA,NA,NA,2,NA
"Nyctalus_furvus","Chiroptera","Vespertilionidae","Nyctalus","furvus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nyctalus_lasiopterus","Chiroptera","Vespertilionidae","Nyctalus","lasiopterus",3.82820651933504,4.15997623565093,NA,NA,NA,1,NA,2,59.44
"Nyctalus_leisleri","Chiroptera","Vespertilionidae","Nyctalus","leisleri",2.52332575969195,3.76676599277101,NA,NA,NA,NA,NA,2,NA
"Nyctalus_montanus","Chiroptera","Vespertilionidae","Nyctalus","montanus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nyctalus_noctula","Chiroptera","Vespertilionidae","Nyctalus","noctula",3.34920208654377,3.9431340004532,4.31748811353631,NA,NA,1,NA,2,47.89
"Nyctalus_plancyi","Chiroptera","Vespertilionidae","Nyctalus","plancyi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nycteris_arge","Chiroptera","Nycteridae","Nycteris","arge",2.37861977927004,3.72545243434478,NA,NA,NA,NA,NA,2,58.26
"Nycteris_aurita","Chiroptera","Nycteridae","Nycteris","aurita",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nycteris_gambiensis","Chiroptera","Nycteridae","Nycteris","gambiensis",1.9643112344262,3.67630067190708,NA,NA,NA,NA,NA,2,NA
"Nycteris_grandis","Chiroptera","Nycteridae","Nycteris","grandis",3.39450839351136,4.06885579945493,4.33060175268169,NA,NA,2,NA,2,NA
"Nycteris_hispida","Chiroptera","Nycteridae","Nycteris","hispida",2.07693841146172,3.66330520299451,NA,NA,NA,NA,NA,2,NA
"Nycteris_intermedia","Chiroptera","Nycteridae","Nycteris","intermedia",NA,3.56925096665841,NA,NA,NA,NA,NA,2,NA
"Nycteris_javanica","Chiroptera","Nycteridae","Nycteris","javanica",2.87807423008576,3.82842398155183,NA,NA,NA,2,NA,2,NA
"Nycteris_macrotis","Chiroptera","Nycteridae","Nycteris","macrotis",2.67345875633259,3.8607297110406,NA,NA,NA,1,NA,2,60.41
"Nycteris_madagascariensis","Chiroptera","Nycteridae","Nycteris","madagascariensis",2.87299950817169,3.93182563272433,4.74493212836325,NA,NA,1,NA,NA,NA
"Nycteris_major","Chiroptera","Nycteridae","Nycteris","major",NA,3.85014760171006,NA,NA,NA,NA,NA,2,NA
"Nycteris_nana","Chiroptera","Nycteridae","Nycteris","nana",1.94304891677428,3.52636052461616,NA,NA,NA,NA,NA,2,52.5
"Nycteris_parisii","Chiroptera","Nycteridae","Nycteris","parisii",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nycteris_thebaica","Chiroptera","Nycteridae","Nycteris","thebaica",2.21920348405499,3.81220267014594,3.96366623857998,NA,NA,1,NA,2,60.83
"Nycteris_tragata","Chiroptera","Nycteridae","Nycteris","tragata",2.66722820658195,3.90197266957464,NA,NA,NA,2,NA,2,NA
"Nycteris_vinsoni","Chiroptera","Nycteridae","Nycteris","vinsoni",NA,3.93182563272433,NA,NA,NA,NA,NA,NA,NA
"Nycteris_woodi","Chiroptera","Nycteridae","Nycteris","woodi",2.02814824729229,3.67630067190708,NA,NA,NA,NA,NA,2,NA
"Nycticeinops_schlieffeni","Chiroptera","Vespertilionidae","Nycticeinops","schlieffeni",1.61938824328727,3.43366457179966,NA,NA,NA,1,NA,2,NA
"Nycticeius_aenobarbus","Chiroptera","Vespertilionidae","Nycticeius","aenobarbus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nycticeius_cubanus","Chiroptera","Vespertilionidae","Nycticeius","cubanus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nycticeius_humeralis","Chiroptera","Vespertilionidae","Nycticeius","humeralis",2.21046980408624,3.51868407711782,NA,2.37211115564266,2.19833507162025,NA,NA,2,28.28
"Nyctiellus_lepidus","Chiroptera","Natalidae","Nyctiellus","lepidus",NA,3.36729582998647,NA,NA,NA,1,NA,2,NA
"Nyctimene_aello","Chiroptera","Pteropodidae","Nyctimene","aello",4.44570541133706,4.41570316103327,4.80032570076213,NA,NA,NA,NA,2,NA
"Nyctimene_albiventer","Chiroptera","Pteropodidae","Nyctimene","albiventer",3.39952932456146,4.00332516383493,4.41061409152579,3.50585765220559,3.38608374385211,1,NA,2,NA
"Nyctimene_cephalotes","Chiroptera","Pteropodidae","Nyctimene","cephalotes",3.80488312987024,4.17484870188106,4.55071400019203,NA,NA,NA,NA,2,NA
"Nyctimene_certans","Chiroptera","Pteropodidae","Nyctimene","certans",3.76676599277101,4.10610842914234,4.45852460564661,NA,NA,NA,NA,2,NA
"Nyctimene_cyclotis","Chiroptera","Pteropodidae","Nyctimene","cyclotis",3.88834487807357,3.99323426085297,NA,NA,NA,NA,NA,2,NA
"Nyctimene_draconilla","Chiroptera","Pteropodidae","Nyctimene","draconilla",3.40618492317319,3.91182298542548,4.70048036579242,NA,NA,3,NA,2,NA
"Nyctimene_keasti","Chiroptera","Pteropodidae","Nyctimene","keasti",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nyctimene_major","Chiroptera","Pteropodidae","Nyctimene","major",4.67338942496524,4.33231104242795,4.89806365549041,NA,NA,NA,NA,2,NA
"Nyctimene_malaitensis","Chiroptera","Pteropodidae","Nyctimene","malaitensis",4.36169636820063,4.17592454921452,4.78490506688528,NA,NA,NA,NA,2,NA
"Nyctimene_masalai","Chiroptera","Pteropodidae","Nyctimene","masalai",3.9740583963476,4.19975507662997,NA,NA,NA,NA,NA,2,NA
"Nyctimene_minutus","Chiroptera","Pteropodidae","Nyctimene","minutus",NA,3.96214561483136,NA,NA,NA,NA,NA,2,NA
"Nyctimene_rabori","Chiroptera","Pteropodidae","Nyctimene","rabori",4.22317743406507,4.34380542185368,NA,NA,NA,1,NA,2,105
"Nyctimene_robinsoni","Chiroptera","Pteropodidae","Nyctimene","robinsoni",3.88834487807357,4.17991045055175,NA,NA,NA,1,NA,2,NA
"Nyctimene_sanctacrucis","Chiroptera","Pteropodidae","Nyctimene","sanctacrucis",NA,4.31908683490001,NA,NA,NA,NA,NA,2,NA
"Nyctimene_vizcaccia","Chiroptera","Pteropodidae","Nyctimene","vizcaccia",3.7367167835281,4.06164917938396,4.54254982400642,NA,NA,NA,NA,2,NA
"Nyctinomops_aurispinosus","Chiroptera","Molossidae","Nyctinomops","aurispinosus",2.91397977168173,3.90197266957464,NA,NA,NA,1,NA,2,NA
"Nyctinomops_femorosaccus","Chiroptera","Molossidae","Nyctinomops","femorosaccus",2.71071331852169,3.8607297110406,NA,NA,NA,1,NA,2,NA
"Nyctinomops_laticaudatus","Chiroptera","Molossidae","Nyctinomops","laticaudatus",2.57413778351594,3.76676599277101,NA,2.40333499609419,2.63905732961526,NA,NA,2,NA
"Nyctinomops_macrotis","Chiroptera","Molossidae","Nyctinomops","macrotis",2.79606107842492,4.11070991630837,NA,NA,NA,1,NA,2,NA
"Nyctophilus_arnhemensis","Chiroptera","Vespertilionidae","Nyctophilus","arnhemensis",1.9213246735827,3.62434093297637,NA,NA,NA,NA,NA,2,NA
"Nyctophilus_bifax","Chiroptera","Vespertilionidae","Nyctophilus","bifax",2.29152414563462,3.77276093809464,NA,NA,NA,NA,NA,NA,NA
"Nyctophilus_geoffroyi","Chiroptera","Vespertilionidae","Nyctophilus","geoffroyi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nyctophilus_gouldi","Chiroptera","Vespertilionidae","Nyctophilus","gouldi",2.42657107277504,3.68210656982651,NA,3.01847176052348,2.23001440015921,1,NA,2,44.34
"Nyctophilus_heran","Chiroptera","Vespertilionidae","Nyctophilus","heran",NA,NA,NA,NA,NA,NA,NA,2,NA
"Nyctophilus_howensis","Chiroptera","Vespertilionidae","Nyctophilus","howensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
